formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen
HfZrO3,Hf,Zr,cubic,-2.154,1.258,0.339,13.884,0.0,4.11,4.11,4.11,90,90,90,1.912
HgAcO3,Hg,Ac,cubic,-1.2919999999999998,0.68,0,19.064,0.0,4.568,4.568,4.568,90,90,90,-2.886
HgAgO3,Hg,Ag,orthorhombic,-0.11800000000000001,0.17600000000000002,-,12.645,0.0,5.544,5.707,7.993,90,90,90,-1.923
HgAlO3,Hg,Al,orthorhombic,-1.6159999999999999,0.198,-,10.498,0.0,5.376,5.383,7.256,90,90,90,-0.662
HgAsO3,Hg,As,rhombohedral,-0.8320000000000001,0.354,-,11.83,0.0,5.54,5.54,5.54,59.3,59.3,59.3,1.28
HgAuO3,Hg,Au,orthorhombic,-0.172,0.15,-,12.822000000000001,0.0,5.58,5.691,8.075,90,90,90,-1.527
HgBO3,Hg,B,cubic,-0.35200000000000004,1.173,-,8.704,0.0,3.517,3.517,3.517,90,90,90,-2.13
HgBaO3,Hg,Ba,orthorhombic,-1.026,0.42700000000000005,-,18.500999999999998,0.0,6.532,6.572,8.62,90,90,90,-7.17
HgBeO3,Hg,Be,cubic,-0.6629999999999999,0.705,-,9.37,0.0,3.605,3.605,3.605,90,90,90,-2.742
HgBiO3,Hg,Bi,rhombohedral,-0.914,0.038,-,14.794,0.0,5.967,5.967,5.967,59.3,59.3,59.3,-0.785
HgCaO3,Hg,Ca,cubic,-0.537,1.023,-,15.759,0.0,4.287,4.287,4.287,90,90,90,-4.927
HgCdO3,Hg,Cd,cubic,0.012,0.703,-,14.009,0.0,4.122,4.122,4.122,90,90,90,-3.1310000000000002
HgCeO3,Hg,Ce,cubic,-1.161,0.7809999999999999,-0.002,18.223,0.0,4.5,4.5,4.5,90,90,90,-3.931
HgCoO3,Hg,Co,rhombohedral,-0.588,0.22,0.231,10.585,0.0,5.275,5.275,5.275,60.9,60.9,60.9,-1.207
HgCrO3,Hg,Cr,orthorhombic,-1.298,0.153,0.4,11.21,0.0,5.426,5.478,7.543,90,90,90,0.364
HgCsO3,Hg,Cs,cubic,0.504,1.328,-,17.469,0.0,4.437,4.437,4.437,90,90,90,-2.588
HgCuO3,Hg,Cu,orthorhombic,-0.29,0.214,-,10.865,0.0,5.315,5.424,7.538,90,90,90,-1.611
HgDyO3,Hg,Dy,cubic,-1.4569999999999999,0.649,0.233,16.261,0.0,4.332,4.332,4.332,90,90,90,-3.017
HgErO3,Hg,Er,cubic,-1.508,0.622,0.228,15.83,0.0,4.294,4.294,4.294,90,90,90,-2.8369999999999997
HgEuO3,Hg,Eu,orthorhombic,-1.24,0.3,-0.032,15.073,0.0,6.05,6.236,7.991,90,90,90,-4.513
HgFeO3,Hg,Fe,orthorhombic,-0.88,0.126,0.8,11.152999999999999,0.0,5.37,5.438,7.639,90,90,90,-0.324
HgGaO3,Hg,Ga,orthorhombic,-1.003,0.22899999999999998,-,11.389000000000001,0.0,5.297,5.496,7.824,90,90,90,-1.619
HgGdO3,Hg,Gd,cubic,-1.402,0.677,0.247,16.725,0.0,4.373,4.373,4.373,90,90,90,-3.2030000000000003
HgGeO3,Hg,Ge,rhombohedral,-1.168,0.163,-,10.905999999999999,0.264,5.376,5.376,5.376,59.7,59.7,59.7,1.6019999999999999
HgHfO3,Hg,Hf,rhombohedral,-2.418,0.067,0,12.975,1.4780000000000002,5.758,5.758,5.758,58.3,58.3,58.3,0.852
Hg2O3,Hg,Hg,cubic,0.247,0.61,-,14.368,0.0,4.157,4.157,4.157,90,90,90,-2.399
HgHoO3,Hg,Ho,cubic,-1.483,0.636,0.23,16.029,0.0,4.311,4.311,4.311,90,90,90,-2.9189999999999996
HgInO3,Hg,In,cubic,-0.532,0.573,-,14.187000000000001,0.0,4.14,4.14,4.14,90,90,90,-2.562
HgIrO3,Hg,Ir,rhombohedral,-0.614,0.207,0.092,11.774000000000001,0.0,5.434,5.434,5.434,61.7,61.7,61.7,1.554
HgKO3,Hg,K,cubic,0.8690000000000001,1.699,-,15.936,0.0,4.303,4.303,4.303,90,90,90,-8.554
HgLaO3,Hg,La,cubic,-1.32,0.718,0,17.727,0.0,4.459,4.459,4.459,90,90,90,-3.253
HgLiO3,Hg,Li,cubic,-0.006999999999999999,0.89,-,10.235,0.0,3.713,3.713,3.713,90,90,90,-4.2589999999999995
HgLuO3,Hg,Lu,cubic,-1.5730000000000002,0.589,-0.002,15.202,0.0,4.236,4.236,4.236,90,90,90,-2.614
HgMgO3,Hg,Mg,cubic,-0.7340000000000001,0.644,-,11.868,0.0,3.9,3.9,3.9,90,90,90,-3.1
HgMnO3,Hg,Mn,orthorhombic,-1.11,0.12300000000000001,0.6,11.099,0.0,5.379,5.43,7.599,90,90,90,-0.273
HgMoO3,Hg,Mo,cubic,-1.403,0.327,0,12.425999999999998,0.0,3.961,3.961,3.961,90,90,90,3.003
HgNaO3,Hg,Na,cubic,0.467,1.275,-,13.277000000000001,0.0,4.049,4.049,4.049,90,90,90,-8.197000000000001
HgNbO3,Hg,Nb,tetragonal,-1.8619999999999999,0.215,0,13.185,0.0,3.985,3.985,4.152,90,90,90,2.488
HgNdO3,Hg,Nd,cubic,-1.239,0.8170000000000001,0.005,17.928,0.0,4.475,4.475,4.475,90,90,90,-3.778
HgNiO3,Hg,Ni,orthorhombic,-0.426,0.252,0.41,11.005,0.0,5.384,5.488,7.449,90,90,90,-1.642
HgNpO3,Hg,Np,orthorhombic,-2.241,0.16699999999999998,0.6,15.062000000000001,0.9359999999999999,5.87,5.956,8.616,90,90,90,0.632
HgOsO3,Hg,Os,rhombohedral,-0.716,0.265,0.002,11.702,0.0,5.41,5.41,5.41,62,62,62,1.5190000000000001
HgPaO3,Hg,Pa,rhombohedral,-2.174,-0.133,0,16.217,0.0,6.126,6.126,6.126,59.9,59.9,59.9,1.965
HgPbO3,Hg,Pb,orthorhombic,-0.813,0.038,-,14.023,0.0,5.774,5.816,8.351,90,90,90,-1.599
HgPdO3,Hg,Pd,orthorhombic,-0.43799999999999994,0.087,-,12.04,0.0,5.486,5.599,7.84,90,90,90,-1.285
HgPmO3,Hg,Pm,cubic,-1.2770000000000001,0.743,-0.024,17.414,0.0,4.432,4.432,4.432,90,90,90,-3.728
HgPrO3,Hg,Pr,cubic,-1.206,0.764,0.013,18.259,0.0,4.503,4.503,4.503,90,90,90,-3.82
HgPtO3,Hg,Pt,orthorhombic,-0.506,0.12,0.001,12.145,0.462,5.528,5.6,7.847,90,90,90,-0.5489999999999999
HgPuO3,Hg,Pu,rhombohedral,-2.166,-0.027999999999999997,0.8,15.168,1.442,6.063,6.063,6.063,58.4,58.4,58.4,-0.013000000000000001
HgRbO3,Hg,Rb,cubic,0.84,1.6580000000000001,-,16.149,0.0,4.322,4.322,4.322,90,90,90,-11.187999999999999
HgReO3,Hg,Re,cubic,-1.079,0.441,0.001,12.206,0.0,3.937,3.937,3.937,90,90,90,3.003
HgRhO3,Hg,Rh,rhombohedral,-0.628,0.17600000000000002,0.2,11.671,0.0,5.43,5.43,5.43,61.4,61.4,61.4,0.40700000000000003
HgRuO3,Hg,Ru,rhombohedral,-0.767,0.175,0.222,11.602,0.0,5.424,5.424,5.424,61.3,61.3,61.3,1.3030000000000002
HgSbO3,Hg,Sb,orthorhombic,-1.057,0.215,-,13.485,0.0,5.694,5.771,8.207,90,90,90,1.819
HgScO3,Hg,Sc,orthorhombic,-1.871,0.214,0.2,12.593,0.0,5.518,5.705,8.001,90,90,90,-1.9609999999999999
HgSiO3,Hg,Si,tetragonal,-1.694,0.332,-,10.855,0.0,3.376,3.376,4.762,90,90,90,1.7480000000000002
HgSmO3,Hg,Sm,cubic,-1.32,0.7120000000000001,0.251,17.223,0.0,4.416,4.416,4.416,90,90,90,-3.464
HgSnO3,Hg,Sn,rhombohedral,-1.298,0.055999999999999994,-,12.864,0.23,5.7,5.7,5.7,59.2,59.2,59.2,0.557
HgSrO3,Hg,Sr,cubic,-0.314,1.196,-,17.745,0.0,4.46,4.46,4.46,90,90,90,-5.909
HgTaO3,Hg,Ta,cubic,-2.082,0.2,0,12.982000000000001,0.0,4.019,4.019,4.019,90,90,90,2.8139999999999996
HgTbO3,Hg,Tb,cubic,-1.2990000000000002,0.6629999999999999,0.237,16.47,0.0,4.351,4.351,4.351,90,90,90,-3.112
HgTcO3,Hg,Tc,orthorhombic,-1.0270000000000001,0.243,0.09,11.898,0.0,5.527,5.542,7.769,90,90,90,2.4730000000000003
HgTeO3,Hg,Te,orthorhombic,-0.813,0.16699999999999998,-,14.038,0.0,5.765,5.857,8.315,90,90,90,0.16399999999999998
HgThO3,Hg,Th,cubic,-2.094,0.63,-0.116,18.664,0.0,4.536,4.536,4.536,90,90,90,-1.739
HgTiO3,Hg,Ti,rhombohedral,-2.0380000000000003,0.09,0,11.512,1.52,5.508,5.508,5.508,58.9,58.9,58.9,1.847
HgTlO3,Hg,Tl,cubic,-0.027999999999999997,0.623,-,14.89,0.0,4.207,4.207,4.207,90,90,90,-2.878
HgTmO3,Hg,Tm,cubic,-1.544,0.604,0.227,15.572000000000001,0.0,4.27,4.27,4.27,90,90,90,-2.668
HgUO3,Hg,U,tetragonal,-2.351,0.165,0.162,16.227,0.0,4.323,4.323,4.341,90,90,90,2.17
HgVO3,Hg,V,orthorhombic,-1.579,0.147,0.201,11.274000000000001,0.65,5.372,5.384,7.796,90,90,90,1.811
HgWO3,Hg,W,cubic,-1.52,0.43700000000000006,0,12.472000000000001,0.0,3.966,3.966,3.966,90,90,90,3.6519999999999997
HgYO3,Hg,Y,cubic,-1.43,0.6559999999999999,0.236,16.545,0.0,4.357,4.357,4.357,90,90,90,-3.068
HgYbO3,Hg,Yb,cubic,-0.7490000000000001,0.836,-,14.477,0.0,4.168,4.168,4.168,90,90,90,-4.225
HgZnO3,Hg,Zn,cubic,-0.27899999999999997,0.562,-,11.689,0.0,3.881,3.881,3.881,90,90,90,-2.447
HgZrO3,Hg,Zr,rhombohedral,-2.276,0.086,0,13.384,1.7169999999999999,5.821,5.821,5.821,58.2,58.2,58.2,0.184
HoAcO3,Ho,Ac,orthorhombic,-3.535,0.196,0,17.119,3.62,6.113,6.255,8.953,90,90,90,0.642
HoAgO3,Ho,Ag,cubic,-1.406,0.644,0,12.913,0.0,4.012,4.012,4.012,90,90,90,-0.655
HoAlO3,Ho,Al,orthorhombic,-3.595,-0.025,0,10.127,6.1370000000000005,5.149,5.345,7.36,90,90,90,6.291
HoAsO3,Ho,As,cubic,-1.881,0.815,0,12.658,0.0,3.985,3.985,3.985,90,90,90,2.079
HoAuO3,Ho,Au,cubic,-1.264,0.8140000000000001,0,13.665,0.0,4.088,4.088,4.088,90,90,90,-0.745
HoBO3,Ho,B,cubic,-2.528,0.797,0,8.163,3.049,3.443,3.443,3.443,90,90,90,5.471
HoBaO3,Ho,Ba,orthorhombic,-2.84,0.27699999999999997,0.2,18.294,0.644,6.493,6.782,8.309,90,90,90,-7.9270000000000005
HoBeO3,Ho,Be,tetragonal,-2.804,0.319,0.038,9.466000000000001,0.0,3.294,3.294,4.362,90,90,90,-1.024
HoCaO3,Ho,Ca,cubic,-2.126,1.102,0.2,13.936,0.0,4.115,4.115,4.115,90,90,90,-2.948
HoCdO3,Ho,Cd,cubic,-1.57,0.861,0,13.618,0.0,4.083,4.083,4.083,90,90,90,-1.109
HoCeO3,Ho,Ce,cubic,-2.274,1.423,0,18.614,0.0,4.532,4.532,4.532,90,90,90,-3.213
HoCoO3,Ho,Co,orthorhombic,-2.54,0.023,0,10.662,1.399,5.157,5.558,7.44,90,90,90,2.32
HoCrO3,Ho,Cr,orthorhombic,-3.2110000000000003,-0.033,0.6,11.030999999999999,2.474,5.247,5.561,7.561,90,90,90,4.185
HoCuO3,Ho,Cu,orthorhombic,-2.2880000000000003,0.051,0,10.867,0.0,5.195,5.84,7.163,90,90,90,0.608
HoDyO3,Ho,Dy,cubic,-2.875,0.987,0,15.432,1.383,4.257,4.257,4.257,90,90,90,0.6609999999999999
HoErO3,Ho,Er,cubic,-2.975,0.91,0,14.905999999999999,1.68,4.208,4.208,4.208,90,90,90,1.354
HoEuO3,Ho,Eu,orthorhombic,-3.1,0.196,0.2,15.195,0.0,5.675,5.788,9.252,90,90,90,-2.101
HoFeO3,Ho,Fe,orthorhombic,-2.7889999999999997,-0.027000000000000003,1,11.17,1.206,5.264,5.587,7.597,90,90,90,3.094
HoGaO3,Ho,Ga,orthorhombic,-2.978,0.02,0,10.94,4.1080000000000005,5.239,5.542,7.536,90,90,90,4.388
HoGdO3,Ho,Gd,cubic,-2.759,1.074,0,16.034000000000002,1.071,4.312,4.312,4.312,90,90,90,0.7709999999999999
HoGeO3,Ho,Ge,cubic,-2.193,0.594,0,11.5,0.0,3.86,3.86,3.86,90,90,90,2.734
HoHfO3,Ho,Hf,cubic,-3.1060000000000003,0.5579999999999999,0,13.460999999999999,0.0,4.068,4.068,4.068,90,90,90,4.459
HoHgO3,Ho,Hg,cubic,-1.147,0.972,0,14.617,0.0,4.181,4.181,4.181,90,90,90,-1.034
Ho2O3,Ho,Ho,cubic,-2.927,0.9470000000000001,0,15.17,1.5330000000000001,4.233,4.233,4.233,90,90,90,1.256
HoInO3,Ho,In,cubic,-2.123,0.736,0,13.674000000000001,1.521,4.089,4.089,4.089,90,90,90,2.645
HoIrO3,Ho,Ir,cubic,-1.62,0.7959999999999999,0.001,12.273,0.0,3.944,3.944,3.944,90,90,90,-1.028
HoKO3,Ho,K,orthorhombic,-2.063,0.451,0.4,17.879,0.0,5.904,5.929,10.216,90,90,90,-4.019
HoLaO3,Ho,La,cubic,-2.396,1.3969999999999998,0,18.324,0.0,4.508,4.508,4.508,90,90,90,1.942
HoLiO3,Ho,Li,cubic,-2.0869999999999997,0.531,0.399,9.5,0.0,3.622,3.622,3.622,90,90,90,-1.396
HoLuO3,Ho,Lu,cubic,-3.1210000000000004,0.797,0,14.255,2.083,4.146,4.146,4.146,90,90,90,2.495
HoMgO3,Ho,Mg,cubic,-2.591,0.534,0.2,10.946,0.0,3.797,3.797,3.797,90,90,90,-1.5919999999999999
HoMnO3,Ho,Mn,orthorhombic,-2.965,0.031,0.8,11.203,0.39899999999999997,5.257,5.71,7.464,90,90,90,3.4210000000000003
HoMoO3,Ho,Mo,cubic,-2.251,0.655,0.005,12.312000000000001,0.0,3.949,3.949,3.949,90,90,90,1.541
HoNaO3,Ho,Na,cubic,-1.4169999999999998,1.1,0.399,11.957,0.0,3.91,3.91,3.91,90,90,90,-2.92
HoNbO3,Ho,Nb,cubic,-2.574,0.65,0,13.003,0.0,4.021,4.021,4.021,90,90,90,2.995
HoNdO3,Ho,Nd,cubic,-2.456,1.291,0,17.601,0.331,4.448,4.448,4.448,90,90,90,-2.305
HoNiO3,Ho,Ni,orthorhombic,-2.415,0.019,0.2,10.449000000000002,0.0,5.143,5.517,7.365,90,90,90,0.995
HoNpO3,Ho,Np,cubic,-2.5469999999999997,1.13,0.769,17.052,0.0,4.401,4.401,4.401,90,90,90,2.0340000000000003
HoOsO3,Ho,Os,cubic,-1.6669999999999998,0.7929999999999999,0.005,12.152000000000001,0.0,3.931,3.931,3.931,90,90,90,-0.075
HoPaO3,Ho,Pa,cubic,-2.36,0.972,0.274,17.757,0.0,4.461,4.461,4.461,90,90,90,2.539
HoPbO3,Ho,Pb,cubic,-1.469,1.085,0,15.614,0.0,4.274,4.274,4.274,90,90,90,0.529
HoPdO3,Ho,Pd,cubic,-1.695,0.502,0,12.286,0.0,3.946,3.946,3.946,90,90,90,-0.18
HoPmO3,Ho,Pm,cubic,-2.5469999999999997,1.228,0,17.102999999999998,0.52,4.406,4.406,4.406,90,90,90,-1.72
HoPrO3,Ho,Pr,cubic,-2.371,1.354,0,18.049,0.0,4.485,4.485,4.485,90,90,90,-2.886
HoPtO3,Ho,Pt,cubic,-1.5290000000000001,0.7559999999999999,0,12.860999999999999,0.0,4.006,4.006,4.006,90,90,90,-0.642
HoPuO3,Ho,Pu,cubic,-2.6,1.1540000000000001,0.908,16.588,0.0,4.361,4.361,4.361,90,90,90,-0.757
HoRbO3,Ho,Rb,orthorhombic,-2.141,0.364,0,17.95,1.1640000000000001,6.129,6.181,9.477,90,90,90,-8.649
HoReO3,Ho,Re,cubic,-1.879,0.86,0.163,12.242,0.0,3.941,3.941,3.941,90,90,90,0.068
HoRhO3,Ho,Rh,cubic,-1.831,0.573,0,11.935,0.0,3.908,3.908,3.908,90,90,90,-0.263
HoRuO3,Ho,Ru,cubic,-1.885,0.622,0.13,11.932,0.0,3.907,3.907,3.907,90,90,90,0.556
HoSbO3,Ho,Sb,cubic,-1.706,1.021,0,14.823,0.0,4.201,4.201,4.201,90,90,90,0.72
HoScO3,Ho,Sc,cubic,-3.293,0.551,0,12.606,2.543,3.98,3.98,3.98,90,90,90,5.011
HoSiO3,Ho,Si,cubic,-2.6260000000000003,0.741,0.001,9.905,0.0,3.672,3.672,3.672,90,90,90,4.541
HoSmO3,Ho,Sm,cubic,-2.6039999999999996,1.183,0,16.798,0.89,4.379,4.379,4.379,90,90,90,-1.2930000000000001
HoSnO3,Ho,Sn,cubic,-1.982,0.875,0,13.735,0.0,4.095,4.095,4.095,90,90,90,2.228
HoSrO3,Ho,Sr,orthorhombic,-2.911,0.263,0.2,16.469,0.0,5.764,5.805,9.845,90,90,90,-3.9419999999999997
HoTaO3,Ho,Ta,cubic,-2.654,0.684,0.001,12.806,0.0,4.001,4.001,4.001,90,90,90,3.002
HoTbO3,Ho,Tb,cubic,-2.688,1.0290000000000001,0,15.722000000000001,1.246,4.284,4.284,4.284,90,90,90,0.263
HoTcO3,Ho,Tc,cubic,-2.057,0.645,0.314,12.11,0.0,3.927,3.927,3.927,90,90,90,1.0290000000000001
HoTeO3,Ho,Te,cubic,-1.395,1.171,0.003,15.135,0.0,4.23,4.23,4.23,90,90,90,0.7120000000000001
HoThO3,Ho,Th,cubic,-2.753,1.091,0.008,18.864,0.0,4.552,4.552,4.552,90,90,90,2.036
HoTiO3,Ho,Ti,orthorhombic,-3.468,0.03,0.2,11.369000000000002,0.0,5.28,5.658,7.611,90,90,90,4.64
HoTlO3,Ho,Tl,orthorhombic,-2.287,0.11800000000000001,0,13.943,1.11,5.534,5.895,8.549,90,90,90,0.48200000000000004
HoTmO3,Ho,Tm,cubic,-3.0380000000000003,0.865,0,14.671,1.806,4.186,4.186,4.186,90,90,90,1.774
HoUO3,Ho,U,cubic,-2.55,1.105,0.531,16.840999999999998,0.0,4.383,4.383,4.383,90,90,90,1.679
HoVO3,Ho,V,orthorhombic,-3.2760000000000002,-0.023,0.4,11.312999999999999,1.255,5.278,5.64,7.6,90,90,90,3.926
HoWO3,Ho,W,cubic,-2.173,0.782,0.001,12.386,0.0,3.956,3.956,3.956,90,90,90,1.073
HoYO3,Ho,Y,cubic,-2.8510000000000004,0.99,0,15.423,1.4380000000000002,4.256,4.256,4.256,90,90,90,0.644
HoYbO3,Ho,Yb,cubic,-2.358,0.982,0.168,13.693,0.0,4.091,4.091,4.091,90,90,90,-2.026
HoZnO3,Ho,Zn,orthorhombic,-2.4530000000000003,0.14300000000000002,0,11.177999999999999,0.0,5.227,5.746,7.443,90,90,90,-0.293
HoZrO3,Ho,Zr,cubic,-2.9360000000000004,0.645,0,13.982000000000001,0.0,4.12,4.12,4.12,90,90,90,4.086
InAcO3,In,Ac,orthorhombic,-2.553,0.195,0,16.666,1.489,6.073,6.095,9.005,90,90,90,-3.62
InAgO3,In,Ag,cubic,-0.273,0.762,-,13.075,0.0,4.028,4.028,4.028,90,90,90,-2.545
InAlO3,In,Al,orthorhombic,-2.4930000000000003,0.061,-,9.902000000000001,2.6060000000000003,5.081,5.259,7.411,90,90,90,0.82
InAsO3,In,As,cubic,-1.042,0.603,-,11.82,0.0,3.895,3.895,3.895,90,90,90,1.249
InAuO3,In,Au,cubic,-0.268,0.795,-,13.543,0.0,4.076,4.076,4.076,90,90,90,-2.052
InBO3,In,B,cubic,-1.122,1.178,-,8.071,0.0,3.43,3.43,3.43,90,90,90,1.385
InBaO3,In,Ba,orthorhombic,-1.8459999999999999,0.27399999999999997,-,18.208,0.0,5.838,6.55,9.524,90,90,90,-6.501
InBeO3,In,Be,cubic,-1.3730000000000002,0.736,-,8.713,0.0,3.519,3.519,3.519,90,90,90,-2.279
InBiO3,In,Bi,cubic,-0.946,0.713,-,15.595999999999998,0.0,4.272,4.272,4.272,90,90,90,-1.4080000000000001
InCaO3,In,Ca,cubic,-0.941,1.2890000000000001,-,15.369000000000002,0.0,4.251,4.251,4.251,90,90,90,-5.879
InCdO3,In,Cd,cubic,-0.419,1.02,-,13.847000000000001,0.0,4.106,4.106,4.106,90,90,90,-4.328
InCeO3,In,Ce,cubic,-1.494,1.192,-0.013,18.567,0.0,4.528,4.528,4.528,90,90,90,-4.93
InCoO3,In,Co,cubic,-0.986,0.563,0.004,10.302999999999999,0.0,3.721,3.721,3.721,90,90,90,0.504
InCrO3,In,Cr,cubic,-1.6219999999999999,0.541,0.543,11.16,0.0,3.821,3.821,3.821,90,90,90,0.425
InCuO3,In,Cu,cubic,-0.7240000000000001,0.52,-,10.4,0.0,3.732,3.732,3.732,90,90,90,-1.222
InDyO3,In,Dy,cubic,-1.807,1.04,-0.135,15.95,0.0,4.304,4.304,4.304,90,90,90,-4.266
InErO3,In,Er,cubic,-1.8659999999999999,1.004,-0.116,15.493,0.0,4.263,4.263,4.263,90,90,90,-4.052
InEuO3,In,Eu,orthorhombic,-2.136,0.166,0.2,14.997,0.792,5.686,6.046,8.723,90,90,90,-5.739
InGaO3,In,Ga,cubic,-1.338,0.635,-,11.877,0.0,3.901,3.901,3.901,90,90,90,-1.252
InGdO3,In,Gd,cubic,-1.745,1.074,-0.167,16.491,0.0,4.353,4.353,4.353,90,90,90,-4.453
InGeO3,In,Ge,orthorhombic,-1.499,0.29,-,11.665999999999999,0.0,5.32,5.507,7.963,90,90,90,2.283
InHfO3,In,Hf,orthorhombic,-2.6510000000000002,0.268,0,12.923,0.0,5.61,5.748,8.016,90,90,90,2.437
InHgO3,In,Hg,cubic,-0.133,0.972,-,14.485999999999999,0.0,4.168,4.168,4.168,90,90,90,-3.965
InHoO3,In,Ho,cubic,-1.837,1.022,-0.125,15.704,0.0,4.282,4.282,4.282,90,90,90,-4.168
In2O3,In,In,orthorhombic,-1.7380000000000002,0.106,-,12.562999999999999,0.753,5.467,5.603,8.203,90,90,90,-3.59
InIrO3,In,Ir,cubic,-0.763,0.638,0.055,12.384,0.0,3.956,3.956,3.956,90,90,90,1.675
InKO3,In,K,orthorhombic,-1.071,0.45399999999999996,-,15.395,0.0,6.123,6.194,8.118,90,90,90,-11.284
InLaO3,In,La,cubic,-1.6440000000000001,1.135,-0.009,18.034000000000002,0.0,4.484,4.484,4.484,90,90,90,-4.398
InLiO3,In,Li,cubic,-0.662,0.945,-,9.468,0.0,3.617,3.617,3.617,90,90,90,-3.8989999999999996
InLuO3,In,Lu,cubic,-1.9609999999999999,0.9420000000000001,-0.088,14.818,0.0,4.2,4.2,4.2,90,90,90,-3.591
InMgO3,In,Mg,cubic,-1.274,0.835,-,11.177999999999999,0.0,3.823,3.823,3.823,90,90,90,-3.3489999999999998
InMnO3,In,Mn,rhombohedral,-1.7990000000000002,0.142,0.8,11.094000000000001,0.0,5.391,5.391,5.391,60.1,60.1,60.1,-0.201
InMoO3,In,Mo,cubic,-1.703,0.204,0,12.755,0.0,3.995,3.995,3.995,90,90,90,4.26
InNaO3,In,Na,cubic,-0.019,1.537,-,12.437000000000001,0.0,3.962,3.962,3.962,90,90,90,-7.727
InNdO3,In,Nd,cubic,-1.594,1.138,-0.327,18.209,0.0,4.499,4.499,4.499,90,90,90,-4.736000000000001
InNiO3,In,Ni,cubic,-0.8540000000000001,0.564,0.181,10.086,0.0,3.695,3.695,3.695,90,90,90,-1.396
InNpO3,In,Np,cubic,-2.242,0.599,0.4,16.332,0.0,4.338,4.338,4.338,90,90,90,1.103
InOsO3,In,Os,rhombohedral,-1.12,0.325,0.199,11.187000000000001,0.0,5.139,5.139,5.139,67.8,67.8,67.8,2.855
InPbO3,In,Pb,cubic,-0.763,0.775,-,15.140999999999998,0.0,4.23,4.23,4.23,90,90,90,-2.369
InPdO3,In,Pd,cubic,-0.5870000000000001,0.595,-,12.368,0.0,3.955,3.955,3.955,90,90,90,-1.2819999999999998
InPmO3,In,Pm,cubic,-1.6380000000000001,1.123,-0.265,17.652,0.0,4.452,4.452,4.452,90,90,90,-4.673
InPrO3,In,Pr,cubic,-1.5419999999999998,1.168,0.004,18.688,0.0,4.538,4.538,4.538,90,90,90,-4.9
InPtO3,In,Pt,cubic,-0.5710000000000001,0.6990000000000001,0.001,12.743,0.0,3.994,3.994,3.994,90,90,90,0.262
InPuO3,In,Pu,cubic,-2.137,0.601,0.649,16.548,0.0,4.358,4.358,4.358,90,90,90,1.083
InRbO3,In,Rb,orthorhombic,-1.057,0.436,-,17.265,0.0,5.917,5.969,9.777,90,90,90,-11.335999999999999
InReO3,In,Re,cubic,-1.3630000000000002,0.32799999999999996,0,12.433,0.0,3.961,3.961,3.961,90,90,90,4.128
InRhO3,In,Rh,cubic,-0.802,0.5870000000000001,0.1,12.277000000000001,0.0,3.945,3.945,3.945,90,90,90,-0.092
InRuO3,In,Ru,orthorhombic,-1.298,0.193,0.2,11.183,0.0,5.337,5.443,7.699,90,90,90,1.818
InSbO3,In,Sb,tetragonal,-1.262,0.45,-,13.585999999999999,0.0,4.071,4.071,4.1,90,90,90,2.2
InScO3,In,Sc,orthorhombic,-2.716,0.11,0,11.834000000000001,2.332,5.355,5.553,7.96,90,90,90,-2.53
InSiO3,In,Si,cubic,-1.906,0.5529999999999999,-,9.607000000000001,0.0,3.635,3.635,3.635,90,90,90,3.9130000000000003
InSmO3,In,Sm,cubic,-1.661,1.111,-0.223,17.28,0.0,4.421,4.421,4.421,90,90,90,-4.496
InSnO3,In,Sn,orthorhombic,-1.574,0.24100000000000002,-,13.284,0.0,5.602,5.698,8.322,90,90,90,1.311
InSrO3,In,Sr,orthorhombic,-1.912,0.282,-,16.104,0.0,5.804,6.218,8.925,90,90,90,-7.129
InTbO3,In,Tb,cubic,-1.645,1.057,-0.148,16.208,0.0,4.327,4.327,4.327,90,90,90,-4.36
InTeO3,In,Te,cubic,-0.981,0.5539999999999999,-,14.402999999999999,0.0,4.16,4.16,4.16,90,90,90,1.5090000000000001
InThO3,In,Th,cubic,-2.411,0.746,-0.149,18.845,0.0,4.55,4.55,4.55,90,90,90,0.258
InTiO3,In,Ti,orthorhombic,-2.373,0.187,0.155,11.690999999999999,0.0,5.347,5.565,7.859,90,90,90,2.9189999999999996
InTlO3,In,Tl,orthorhombic,-1.246,0.14400000000000002,-,13.624,0.0,5.574,5.696,8.582,90,90,90,-4.098
InTmO3,In,Tm,cubic,-1.9080000000000001,0.98,-0.106,15.23,0.0,4.239,4.239,4.239,90,90,90,-3.852
InVO3,In,V,rhombohedral,-2.129,0.109,0.4,11.215,0.327,5.418,5.418,5.418,59.9,59.9,59.9,1.484
InWO3,In,W,cubic,-1.795,0.162,0,12.785,0.0,3.998,3.998,3.998,90,90,90,4.921
InYO3,In,Y,cubic,-1.776,1.05,-0.136,16.177,0.0,4.325,4.325,4.325,90,90,90,-4.331
InYbO3,In,Yb,cubic,-1.168,1.157,-,14.044,0.0,4.126,4.126,4.126,90,90,90,-5.144
InZnO3,In,Zn,cubic,-0.823,0.759,-,11.110999999999999,0.0,3.816,3.816,3.816,90,90,90,-2.864
InZrO3,In,Zr,rhombohedral,-2.498,0.297,0,13.359000000000002,0.0,5.698,5.698,5.698,60.9,60.9,60.9,2.912
